Transaction Ref,Gross Amount,Currency Code,Captured At,Idempotency Key
TXN-3MVDXHQ-000395,35577.91,INR,2026-08-19T17:43:39.571Z,gw-3MVDXHQ-TXN-3MVDXHQ-000395
TXN-3MVDXHQ-000396,23380.53,INR,2026-08-19T17:43:39.648Z,gw-3MVDXHQ-TXN-3MVDXHQ-000396
TXN-3MVDXHQ-000397,22952.55,INR,2026-08-19T17:43:39.702Z,gw-3MVDXHQ-TXN-3MVDXHQ-000397
TXN-3MVDXHQ-000398,44920.69,INR,2026-08-19T17:43:39.886Z,gw-3MVDXHQ-TXN-3MVDXHQ-000398
TXN-3MVDXHQ-000399,4558.95,INR,2026-08-19T17:43:39.914Z,gw-3MVDXHQ-TXN-3MVDXHQ-000399
TXN-3MVDXHQ-000400,37055.03,INR,2026-08-19T17:43:40.007Z,gw-3MVDXHQ-TXN-3MVDXHQ-000400
TXN-3MVDXHQ-000401,46477.34,INR,2026-08-19T17:43:40.130Z,gw-3MVDXHQ-TXN-3MVDXHQ-000401
TXN-3MVDXHQ-000402,34045.20,INR,2026-08-19T17:43:40.278Z,gw-3MVDXHQ-TXN-3MVDXHQ-000402
TXN-3MVDXHQ-000403,14538.59,INR,2026-08-19T17:43:40.378Z,gw-3MVDXHQ-TXN-3MVDXHQ-000403
TXN-3MVDXHQ-000404,988.58,INR,2026-08-19T17:43:40.496Z,gw-3MVDXHQ-TXN-3MVDXHQ-000404
TXN-3MVDXHQ-000405,22754.51,INR,2026-08-19T17:43:40.561Z,gw-3MVDXHQ-TXN-3MVDXHQ-000405
TXN-3MVDXHQ-000406,28301.14,INR,2026-08-19T17:43:40.631Z,gw-3MVDXHQ-TXN-3MVDXHQ-000406
TXN-3MVDXHQ-000407,16585.92,INR,2026-08-19T17:43:40.755Z,gw-3MVDXHQ-TXN-3MVDXHQ-000407
TXN-3MVDXHQ-000408,32783.97,INR,2026-08-19T17:43:40.812Z,gw-3MVDXHQ-TXN-3MVDXHQ-000408
TXN-3MVDXHQ-000409,22654.37,INR,2026-08-19T17:43:41.000Z,gw-3MVDXHQ-TXN-3MVDXHQ-000409
TXN-3MVDXHQ-000410,48503.02,INR,2026-08-19T17:43:41.091Z,gw-3MVDXHQ-TXN-3MVDXHQ-000410
TXN-3MVDXHQ-000411,8629.83,INR,2026-08-19T17:43:41.136Z,gw-3MVDXHQ-TXN-3MVDXHQ-000411
TXN-3MVDXHQ-000412,13247.25,INR,2026-08-19T17:43:41.294Z,gw-3MVDXHQ-TXN-3MVDXHQ-000412
TXN-3MVDXHQ-000413,2055.44,INR,2026-08-19T17:43:41.349Z,gw-3MVDXHQ-TXN-3MVDXHQ-000413
TXN-3MVDXHQ-000414,2946.78,INR,2026-08-19T17:43:41.449Z,gw-3MVDXHQ-TXN-3MVDXHQ-000414
TXN-3MVDXHQ-000415,34446.32,INR,2026-08-19T17:43:41.583Z,gw-3MVDXHQ-TXN-3MVDXHQ-000415
TXN-3MVDXHQ-000416,19937.81,INR,2026-08-19T17:43:41.700Z,gw-3MVDXHQ-TXN-3MVDXHQ-000416
TXN-3MVDXHQ-000417,22074.15,INR,2026-08-19T17:43:41.728Z,gw-3MVDXHQ-TXN-3MVDXHQ-000417
TXN-3MVDXHQ-000418,20454.29,INR,2026-08-19T17:43:41.878Z,gw-3MVDXHQ-TXN-3MVDXHQ-000418
TXN-3MVDXHQ-000419,47704.04,INR,2026-08-19T17:43:41.922Z,gw-3MVDXHQ-TXN-3MVDXHQ-000419
TXN-3MVDXHQ-000420,23488.20,INR,2026-08-19T17:43:42.006Z,gw-3MVDXHQ-TXN-3MVDXHQ-000420
TXN-3MVDXHQ-000421,5682.54,INR,2026-08-19T17:43:42.199Z,gw-3MVDXHQ-TXN-3MVDXHQ-000421
TXN-3MVDXHQ-000421,5682.54,INR,2026-08-19T17:43:42.199Z,gw-3MVDXHQ-TXN-3MVDXHQ-000421
TXN-3MVDXHQ-000422,47216.69,INR,2026-08-19T17:43:42.271Z,gw-3MVDXHQ-TXN-3MVDXHQ-000422
TXN-3MVDXHQ-000423,29281.31,INR,2026-08-19T17:43:42.381Z,gw-3MVDXHQ-TXN-3MVDXHQ-000423
TXN-3MVDXHQ-000424,15953.68,INR,2026-08-19T17:43:42.468Z,gw-3MVDXHQ-TXN-3MVDXHQ-000424
TXN-3MVDXHQ-000425,3036.61,INR,2026-08-19T17:43:42.503Z,gw-3MVDXHQ-TXN-3MVDXHQ-000425
TXN-3MVDXHQ-000426,37600.75,INR,2026-08-19T17:43:42.637Z,gw-3MVDXHQ-TXN-3MVDXHQ-000426
TXN-3MVDXHQ-000427,49846.33,INR,2026-08-19T17:43:42.775Z,gw-3MVDXHQ-TXN-3MVDXHQ-000427
TXN-3MVDXHQ-000428,40008.06,INR,2026-08-19T17:43:42.816Z,gw-3MVDXHQ-TXN-3MVDXHQ-000428
TXN-3MVDXHQ-000429,36358.29,INR,2026-08-19T17:43:42.970Z,gw-3MVDXHQ-TXN-3MVDXHQ-000429
TXN-3MVDXHQ-000430,20072.88,INR,2026-08-19T17:43:43.093Z,gw-3MVDXHQ-TXN-3MVDXHQ-000430
TXN-3MVDXHQ-000431,87.73,INR,2026-08-19T17:43:43.148Z,gw-3MVDXHQ-TXN-3MVDXHQ-000431
TXN-3MVDXHQ-000432,48613.64,INR,2026-08-19T17:43:43.278Z,gw-3MVDXHQ-TXN-3MVDXHQ-000432
TXN-3MVDXHQ-000433,31128.18,INR,2026-08-19T17:43:43.393Z,gw-3MVDXHQ-TXN-3MVDXHQ-000433
TXN-3MVDXHQ-000434,38700.78,INR,2026-08-19T17:43:43.448Z,gw-3MVDXHQ-TXN-3MVDXHQ-000434
TXN-3MVDXHQ-000435,44332.37,INR,2026-08-19T17:43:43.555Z,gw-3MVDXHQ-TXN-3MVDXHQ-000435
TXN-3MVDXHQ-000436,17514.91,INR,2026-08-19T17:43:43.699Z,gw-3MVDXHQ-TXN-3MVDXHQ-000436
TXN-3MVDXHQ-000437,37659.72,INR,2026-08-19T17:43:43.730Z,gw-3MVDXHQ-TXN-3MVDXHQ-000437
TXN-3MVDXHQ-000438,1186.88,INR,2026-08-19T17:43:43.842Z,gw-3MVDXHQ-TXN-3MVDXHQ-000438
TXN-3MVDXHQ-000439,18549.85,INR,2026-08-19T17:43:43.954Z,gw-3MVDXHQ-TXN-3MVDXHQ-000439
TXN-3MVDXHQ-000440,17627.78,INR,2026-08-19T17:43:44.061Z,gw-3MVDXHQ-TXN-3MVDXHQ-000440
TXN-3MVDXHQ-000441,38317.04,INR,2026-08-19T17:43:44.138Z,gw-3MVDXHQ-TXN-3MVDXHQ-000441
TXN-3MVDXHQ-000442,13480.34,INR,2026-08-19T17:43:44.209Z,gw-3MVDXHQ-TXN-3MVDXHQ-000442
TXN-3MVDXHQ-000443,7896.89,INR,2026-08-19T17:43:44.348Z,gw-3MVDXHQ-TXN-3MVDXHQ-000443
TXN-3MVDXHQ-000444,31741.79,INR,2026-08-19T17:43:44.428Z,gw-3MVDXHQ-TXN-3MVDXHQ-000444
TXN-3MVDXHQ-000445,13447.22,INR,2026-08-19T17:43:44.581Z,gw-3MVDXHQ-TXN-3MVDXHQ-000445
TXN-3MVDXHQ-000446,41974.00,INR,2026-08-19T17:43:44.620Z,gw-3MVDXHQ-TXN-3MVDXHQ-000446
TXN-3MVDXHQ-000447,20049.03,INR,2026-08-19T17:43:44.772Z,gw-3MVDXHQ-TXN-3MVDXHQ-000447
TXN-3MVDXHQ-000448,27758.72,INR,2026-08-19T17:43:44.834Z,gw-3MVDXHQ-TXN-3MVDXHQ-000448
TXN-3MVDXHQ-000449,1613.10,INR,2026-08-19T17:43:44.980Z,gw-3MVDXHQ-TXN-3MVDXHQ-000449
TXN-3MVDXHQ-000450,48261.96,INR,2026-08-19T17:43:45.041Z,gw-3MVDXHQ-TXN-3MVDXHQ-000450
TXN-3MVDXHQ-000451,45981.66,INR,2026-08-19T17:43:45.177Z,gw-3MVDXHQ-TXN-3MVDXHQ-000451
TXN-3MVDXHQ-000452,20083.80,INR,2026-08-19T17:43:45.278Z,gw-3MVDXHQ-TXN-3MVDXHQ-000452
TXN-3MVDXHQ-000453,41064.19,INR,2026-08-19T17:43:45.325Z,gw-3MVDXHQ-TXN-3MVDXHQ-000453
TXN-3MVDXHQ-000454,48529.71,INR,2026-08-19T17:43:45.422Z,gw-3MVDXHQ-TXN-3MVDXHQ-000454
TXN-3MVDXHQ-000455,27377.21,INR,2026-08-19T17:43:45.506Z,gw-3MVDXHQ-TXN-3MVDXHQ-000455
TXN-3MVDXHQ-000456,38870.22,INR,2026-08-19T17:43:45.676Z,gw-3MVDXHQ-TXN-3MVDXHQ-000456
TXN-3MVDXHQ-000457,42223.01,INR,2026-08-19T17:43:45.773Z,gw-3MVDXHQ-TXN-3MVDXHQ-000457
TXN-3MVDXHQ-000458,49506.48,INR,2026-08-19T17:43:45.851Z,gw-3MVDXHQ-TXN-3MVDXHQ-000458
TXN-3MVDXHQ-000459,36345.65,INR,2026-08-19T17:43:45.925Z,gw-3MVDXHQ-TXN-3MVDXHQ-000459
TXN-3MVDXHQ-000460,5597.99,INR,2026-08-19T17:43:46.007Z,gw-3MVDXHQ-TXN-3MVDXHQ-000460
TXN-3MVDXHQ-000461,40152.10,INR,2026-08-19T17:43:46.157Z,gw-3MVDXHQ-TXN-3MVDXHQ-000461
TXN-3MVDXHQ-000462,10979.37,INR,2026-08-19T17:43:46.273Z,gw-3MVDXHQ-TXN-3MVDXHQ-000462
TXN-3MVDXHQ-000463,14423.80,INR,2026-08-19T17:43:46.300Z,gw-3MVDXHQ-TXN-3MVDXHQ-000463
TXN-3MVDXHQ-000464,31369.79,INR,2026-08-19T17:43:46.484Z,gw-3MVDXHQ-TXN-3MVDXHQ-000464
TXN-3MVDXHQ-000465,7811.32,INR,2026-08-19T17:43:46.562Z,gw-3MVDXHQ-TXN-3MVDXHQ-000465
TXN-3MVDXHQ-000466,15212.78,INR,2026-08-19T17:43:46.667Z,gw-3MVDXHQ-TXN-3MVDXHQ-000466
TXN-3MVDXHQ-000467,21989.73,INR,2026-08-19T17:43:46.794Z,gw-3MVDXHQ-TXN-3MVDXHQ-000467
TXN-3MVDXHQ-000468,37638.93,INR,2026-08-19T17:43:46.857Z,gw-3MVDXHQ-TXN-3MVDXHQ-000468
TXN-3MVDXHQ-000469,939.71,INR,2026-08-19T17:43:46.945Z,gw-3MVDXHQ-TXN-3MVDXHQ-000469
TXN-3MVDXHQ-000470,3186.04,INR,2026-08-19T17:43:47.058Z,gw-3MVDXHQ-TXN-3MVDXHQ-000470
TXN-3MVDXHQ-000471,22262.47,INR,2026-08-19T17:43:47.171Z,gw-3MVDXHQ-TXN-3MVDXHQ-000471
TXN-3MVDXHQ-000472,45152.83,INR,2026-08-19T17:43:47.216Z,gw-3MVDXHQ-TXN-3MVDXHQ-000472
TXN-3MVDXHQ-000473,49118.08,INR,2026-08-19T17:43:47.359Z,gw-3MVDXHQ-TXN-3MVDXHQ-000473
TXN-3MVDXHQ-000474,47729.54,INR,2026-08-19T17:43:47.442Z,gw-3MVDXHQ-TXN-3MVDXHQ-000474
TXN-3MVDXHQ-000475,28936.71,INR,2026-08-19T17:43:47.510Z,gw-3MVDXHQ-TXN-3MVDXHQ-000475
TXN-3MVDXHQ-000476,3078.95,INR,2026-08-19T17:43:47.661Z,gw-3MVDXHQ-TXN-3MVDXHQ-000476
TXN-3MVDXHQ-000476,3078.95,INR,2026-08-19T17:43:47.661Z,gw-3MVDXHQ-TXN-3MVDXHQ-000476
TXN-3MVDXHQ-000477,5314.03,INR,2026-08-19T17:43:47.733Z,gw-3MVDXHQ-TXN-3MVDXHQ-000477
TXN-3MVDXHQ-000478,3242.83,INR,2026-08-19T17:43:47.874Z,gw-3MVDXHQ-TXN-3MVDXHQ-000478
TXN-3MVDXHQ-000479,28914.58,INR,2026-08-19T17:43:47.949Z,gw-3MVDXHQ-TXN-3MVDXHQ-000479
TXN-3MVDXHQ-000480,29799.52,INR,2026-08-19T17:43:48.059Z,gw-3MVDXHQ-TXN-3MVDXHQ-000480
TXN-3MVDXHQ-000481,10043.32,INR,2026-08-19T17:43:48.179Z,gw-3MVDXHQ-TXN-3MVDXHQ-000481
TXN-3MVDXHQ-000482,36465.33,INR,2026-08-19T17:43:48.203Z,gw-3MVDXHQ-TXN-3MVDXHQ-000482
TXN-3MVDXHQ-000483,48888.88,INR,2026-08-19T17:43:48.333Z,gw-3MVDXHQ-TXN-3MVDXHQ-000483
TXN-3MVDXHQ-000484,28240.09,INR,2026-08-19T17:43:48.458Z,gw-3MVDXHQ-TXN-3MVDXHQ-000484
TXN-3MVDXHQ-000485,41575.27,INR,2026-08-19T17:43:48.581Z,gw-3MVDXHQ-TXN-3MVDXHQ-000485
TXN-3MVDXHQ-000486,9171.07,INR,2026-08-19T17:43:48.604Z,gw-3MVDXHQ-TXN-3MVDXHQ-000486
TXN-3MVDXHQ-000487,28089.66,INR,2026-08-19T17:43:48.799Z,gw-3MVDXHQ-TXN-3MVDXHQ-000487
TXN-3MVDXHQ-000488,24117.23,INR,2026-08-19T17:43:48.827Z,gw-3MVDXHQ-TXN-3MVDXHQ-000488
TXN-3MVDXHQ-000489,49959.46,INR,2026-08-19T17:43:48.966Z,gw-3MVDXHQ-TXN-3MVDXHQ-000489
TXN-3MVDXHQ-000490,27276.53,INR,2026-08-19T17:43:49.097Z,gw-3MVDXHQ-TXN-3MVDXHQ-000490
TXN-3MVDXHQ-000491,31498.27,INR,2026-08-19T17:43:49.103Z,gw-3MVDXHQ-TXN-3MVDXHQ-000491
TXN-3MVDXHQ-000492,25725.67,INR,2026-08-19T17:43:49.269Z,gw-3MVDXHQ-TXN-3MVDXHQ-000492
TXN-3MVDXHQ-000493,7605.04,INR,2026-08-19T17:43:49.359Z,gw-3MVDXHQ-TXN-3MVDXHQ-000493
TXN-3MVDXHQ-000494,20181.98,INR,2026-08-19T17:43:49.452Z,gw-3MVDXHQ-TXN-3MVDXHQ-000494
TXN-3MVDXHQ-000495,28478.88,INR,2026-08-19T17:43:49.547Z,gw-3MVDXHQ-TXN-3MVDXHQ-000495
TXN-3MVDXHQ-000496,2963.72,INR,2026-08-19T17:43:49.664Z,gw-3MVDXHQ-TXN-3MVDXHQ-000496
TXN-3MVDXHQ-000497,40644.30,INR,2026-08-19T17:43:49.765Z,gw-3MVDXHQ-TXN-3MVDXHQ-000497
TXN-3MVDXHQ-000498,45327.86,INR,2026-08-19T17:43:49.896Z,gw-3MVDXHQ-TXN-3MVDXHQ-000498
TXN-3MVDXHQ-000499,10604.94,INR,2026-08-19T17:43:49.917Z,gw-3MVDXHQ-TXN-3MVDXHQ-000499
TXN-3MVDXHQ-000500,29664.36,INR,2026-08-19T17:43:50.032Z,gw-3MVDXHQ-TXN-3MVDXHQ-000500
TXN-3MVDXHQ-000501,14853.41,INR,2026-08-19T17:43:50.144Z,gw-3MVDXHQ-TXN-3MVDXHQ-000501
TXN-3MVDXHQ-000502,41036.78,INR,2026-08-19T17:43:50.239Z,gw-3MVDXHQ-TXN-3MVDXHQ-000502
TXN-3MVDXHQ-000503,27673.29,INR,2026-08-19T17:43:50.344Z,gw-3MVDXHQ-TXN-3MVDXHQ-000503
TXN-3MVDXHQ-000504,7539.58,INR,2026-08-19T17:43:50.419Z,gw-3MVDXHQ-TXN-3MVDXHQ-000504
TXN-3MVDXHQ-000505,5421.35,INR,2026-08-19T17:43:50.585Z,gw-3MVDXHQ-TXN-3MVDXHQ-000505
TXN-3MVDXHQ-000506,5538.92,INR,2026-08-19T17:43:50.685Z,gw-3MVDXHQ-TXN-3MVDXHQ-000506
TXN-3MVDXHQ-000507,45198.99,INR,2026-08-19T17:43:50.752Z,gw-3MVDXHQ-TXN-3MVDXHQ-000507
TXN-3MVDXHQ-000508,5822.21,INR,2026-08-19T17:43:50.812Z,gw-3MVDXHQ-TXN-3MVDXHQ-000508
TXN-3MVDXHQ-000509,29733.39,INR,2026-08-19T17:43:50.994Z,gw-3MVDXHQ-TXN-3MVDXHQ-000509
TXN-3MVDXHQ-000510,42329.92,INR,2026-08-19T17:43:51.097Z,gw-3MVDXHQ-TXN-3MVDXHQ-000510
TXN-3MVDXHQ-000511,33962.25,INR,2026-08-19T17:43:51.150Z,gw-3MVDXHQ-TXN-3MVDXHQ-000511
TXN-3MVDXHQ-000512,21564.33,INR,2026-08-19T17:43:51.255Z,gw-3MVDXHQ-TXN-3MVDXHQ-000512
TXN-3MVDXHQ-000513,11162.91,INR,2026-08-19T17:43:51.325Z,gw-3MVDXHQ-TXN-3MVDXHQ-000513
TXN-3MVDXHQ-000514,2188.55,INR,2026-08-19T17:43:51.471Z,gw-3MVDXHQ-TXN-3MVDXHQ-000514
TXN-3MVDXHQ-000515,32227.40,INR,2026-08-19T17:43:51.596Z,gw-3MVDXHQ-TXN-3MVDXHQ-000515
TXN-3MVDXHQ-000516,4253.15,INR,2026-08-19T17:43:51.607Z,gw-3MVDXHQ-TXN-3MVDXHQ-000516
TXN-3MVDXHQ-000517,24534.41,INR,2026-08-19T17:43:51.703Z,gw-3MVDXHQ-TXN-3MVDXHQ-000517
TXN-3MVDXHQ-000518,3921.61,INR,2026-08-19T17:43:51.857Z,gw-3MVDXHQ-TXN-3MVDXHQ-000518
TXN-3MVDXHQ-000519,4978.23,INR,2026-08-19T17:43:51.962Z,gw-3MVDXHQ-TXN-3MVDXHQ-000519
TXN-3MVDXHQ-000520,19305.39,INR,2026-08-19T17:43:52.086Z,gw-3MVDXHQ-TXN-3MVDXHQ-000520
TXN-3MVDXHQ-000521,29979.04,INR,2026-08-19T17:43:52.109Z,gw-3MVDXHQ-TXN-3MVDXHQ-000521
TXN-3MVDXHQ-000522,24939.92,INR,2026-08-19T17:43:52.267Z,gw-3MVDXHQ-TXN-3MVDXHQ-000522
TXN-3MVDXHQ-000523,30407.24,INR,2026-08-19T17:43:52.345Z,gw-3MVDXHQ-TXN-3MVDXHQ-000523
TXN-3MVDXHQ-000524,42145.02,INR,2026-08-19T17:43:52.453Z,gw-3MVDXHQ-TXN-3MVDXHQ-000524
TXN-3MVDXHQ-000525,37468.30,INR,2026-08-19T17:43:52.558Z,gw-3MVDXHQ-TXN-3MVDXHQ-000525
TXN-3MVDXHQ-000526,31463.23,INR,2026-08-19T17:43:52.626Z,gw-3MVDXHQ-TXN-3MVDXHQ-000526
TXN-3MVDXHQ-000527,47780.40,INR,2026-08-19T17:43:52.730Z,gw-3MVDXHQ-TXN-3MVDXHQ-000527
TXN-3MVDXHQ-000528,44173.02,INR,2026-08-19T17:43:52.818Z,gw-3MVDXHQ-TXN-3MVDXHQ-000528
TXN-3MVDXHQ-000529,8638.52,INR,2026-08-19T17:43:52.980Z,gw-3MVDXHQ-TXN-3MVDXHQ-000529
TXN-3MVDXHQ-000530,5043.80,INR,2026-08-19T17:43:53.083Z,gw-3MVDXHQ-TXN-3MVDXHQ-000530
TXN-3MVDXHQ-000531,24191.03,INR,2026-08-19T17:43:53.198Z,gw-3MVDXHQ-TXN-3MVDXHQ-000531
TXN-3MVDXHQ-000532,9200.29,INR,2026-08-19T17:43:53.264Z,gw-3MVDXHQ-TXN-3MVDXHQ-000532
TXN-3MVDXHQ-000533,34922.98,INR,2026-08-19T17:43:53.382Z,gw-3MVDXHQ-TXN-3MVDXHQ-000533
TXN-3MVDXHQ-000534,24751.14,INR,2026-08-19T17:43:53.407Z,gw-3MVDXHQ-TXN-3MVDXHQ-000534
TXN-3MVDXHQ-000535,36016.29,INR,2026-08-19T17:43:53.578Z,gw-3MVDXHQ-TXN-3MVDXHQ-000535
TXN-3MVDXHQ-000536,42915.84,INR,2026-08-19T17:43:53.682Z,gw-3MVDXHQ-TXN-3MVDXHQ-000536
TXN-3MVDXHQ-000537,34129.87,INR,2026-08-19T17:43:53.726Z,gw-3MVDXHQ-TXN-3MVDXHQ-000537
TXN-3MVDXHQ-000538,18798.68,INR,2026-08-19T17:43:53.900Z,gw-3MVDXHQ-TXN-3MVDXHQ-000538
TXN-3MVDXHQ-000539,32930.48,INR,2026-08-19T17:43:53.934Z,gw-3MVDXHQ-TXN-3MVDXHQ-000539
TXN-3MVDXHQ-000540,29861.85,INR,2026-08-19T17:43:54.031Z,gw-3MVDXHQ-TXN-3MVDXHQ-000540
TXN-3MVDXHQ-000541,23281.28,INR,2026-08-19T17:43:54.182Z,gw-3MVDXHQ-TXN-3MVDXHQ-000541
TXN-3MVDXHQ-000542,10348.04,INR,2026-08-19T17:43:54.285Z,gw-3MVDXHQ-TXN-3MVDXHQ-000542
TXN-3MVDXHQ-000543,17059.27,INR,2026-08-19T17:43:54.364Z,gw-3MVDXHQ-TXN-3MVDXHQ-000543
TXN-3MVDXHQ-000544,32218.16,INR,2026-08-19T17:43:54.492Z,gw-3MVDXHQ-TXN-3MVDXHQ-000544
TXN-3MVDXHQ-000545,47446.13,INR,2026-08-19T17:43:54.522Z,gw-3MVDXHQ-TXN-3MVDXHQ-000545
TXN-3MVDXHQ-000546,13983.69,INR,2026-08-19T17:43:54.643Z,gw-3MVDXHQ-TXN-3MVDXHQ-000546
TXN-3MVDXHQ-000547,39477.92,INR,2026-08-19T17:43:54.782Z,gw-3MVDXHQ-TXN-3MVDXHQ-000547
TXN-3MVDXHQ-000548,19225.35,INR,2026-08-19T17:43:54.833Z,gw-3MVDXHQ-TXN-3MVDXHQ-000548
TXN-3MVDXHQ-000549,19112.04,INR,2026-08-19T17:43:54.978Z,gw-3MVDXHQ-TXN-3MVDXHQ-000549
TXN-3MVDXHQ-000550,28642.85,INR,2026-08-19T17:43:55.056Z,gw-3MVDXHQ-TXN-3MVDXHQ-000550
TXN-3MVDXHQ-000551,33758.79,INR,2026-08-19T17:43:55.167Z,gw-3MVDXHQ-TXN-3MVDXHQ-000551
TXN-3MVDXHQ-000552,45919.28,INR,2026-08-19T17:43:55.287Z,gw-3MVDXHQ-TXN-3MVDXHQ-000552
TXN-3MVDXHQ-000553,24865.24,INR,2026-08-19T17:43:55.365Z,gw-3MVDXHQ-TXN-3MVDXHQ-000553
TXN-3MVDXHQ-000554,44254.15,INR,2026-08-19T17:43:55.434Z,gw-3MVDXHQ-TXN-3MVDXHQ-000554
TXN-3MVDXHQ-000555,23235.31,INR,2026-08-19T17:43:55.531Z,gw-3MVDXHQ-TXN-3MVDXHQ-000555
TXN-3MVDXHQ-000556,14958.89,INR,2026-08-19T17:43:55.686Z,gw-3MVDXHQ-TXN-3MVDXHQ-000556
TXN-3MVDXHQ-000557,17478.61,INR,2026-08-19T17:43:55.738Z,gw-3MVDXHQ-TXN-3MVDXHQ-000557
TXN-3MVDXHQ-000558,9185.25,INR,2026-08-19T17:43:55.870Z,gw-3MVDXHQ-TXN-3MVDXHQ-000558
TXN-3MVDXHQ-000559,5392.00,INR,2026-08-19T17:43:55.953Z,gw-3MVDXHQ-TXN-3MVDXHQ-000559
TXN-3MVDXHQ-000560,46013.93,INR,2026-08-19T17:43:56.087Z,gw-3MVDXHQ-TXN-3MVDXHQ-000560
TXN-3MVDXHQ-000561,17558.84,INR,2026-08-19T17:43:56.118Z,gw-3MVDXHQ-TXN-3MVDXHQ-000561
TXN-3MVDXHQ-000562,15140.82,INR,2026-08-19T17:43:56.286Z,gw-3MVDXHQ-TXN-3MVDXHQ-000562
TXN-3MVDXHQ-000563,3772.45,INR,2026-08-19T17:43:56.397Z,gw-3MVDXHQ-TXN-3MVDXHQ-000563
TXN-3MVDXHQ-000564,1056.03,INR,2026-08-19T17:43:56.493Z,gw-3MVDXHQ-TXN-3MVDXHQ-000564
TXN-3MVDXHQ-000565,27970.85,INR,2026-08-19T17:43:56.552Z,gw-3MVDXHQ-TXN-3MVDXHQ-000565
TXN-3MVDXHQ-000566,49803.22,INR,2026-08-19T17:43:56.677Z,gw-3MVDXHQ-TXN-3MVDXHQ-000566
TXN-3MVDXHQ-000567,2617.42,INR,2026-08-19T17:43:56.714Z,gw-3MVDXHQ-TXN-3MVDXHQ-000567
TXN-3MVDXHQ-000568,13688.87,INR,2026-08-19T17:43:56.852Z,gw-3MVDXHQ-TXN-3MVDXHQ-000568
TXN-3MVDXHQ-000569,10196.93,INR,2026-08-19T17:43:56.939Z,gw-3MVDXHQ-TXN-3MVDXHQ-000569
TXN-3MVDXHQ-000570,39942.16,INR,2026-08-19T17:43:57.064Z,gw-3MVDXHQ-TXN-3MVDXHQ-000570
TXN-3MVDXHQ-000571,30827.39,INR,2026-08-19T17:43:57.188Z,gw-3MVDXHQ-TXN-3MVDXHQ-000571
TXN-3MVDXHQ-000572,32839.45,INR,2026-08-19T17:43:57.274Z,gw-3MVDXHQ-TXN-3MVDXHQ-000572
TXN-3MVDXHQ-000573,40443.83,INR,2026-08-19T17:43:57.400Z,gw-3MVDXHQ-TXN-3MVDXHQ-000573
TXN-3MVDXHQ-000574,19955.70,INR,2026-08-19T17:43:57.436Z,gw-3MVDXHQ-TXN-3MVDXHQ-000574
TXN-3MVDXHQ-000575,23349.41,INR,2026-08-19T17:43:57.525Z,gw-3MVDXHQ-TXN-3MVDXHQ-000575
TXN-3MVDXHQ-000576,30656.78,INR,2026-08-19T17:43:57.693Z,gw-3MVDXHQ-TXN-3MVDXHQ-000576
TXN-3MVDXHQ-000577,29356.04,INR,2026-08-19T17:43:57.713Z,gw-3MVDXHQ-TXN-3MVDXHQ-000577
TXN-3MVDXHQ-000578,44991.26,INR,2026-08-19T17:43:57.871Z,gw-3MVDXHQ-TXN-3MVDXHQ-000578
TXN-3MVDXHQ-000579,6371.79,INR,2026-08-19T17:43:57.952Z,gw-3MVDXHQ-TXN-3MVDXHQ-000579
TXN-3MVDXHQ-000580,42051.19,INR,2026-08-19T17:43:58.071Z,gw-3MVDXHQ-TXN-3MVDXHQ-000580
TXN-3MVDXHQ-000581,879.65,INR,2026-08-19T17:43:58.153Z,gw-3MVDXHQ-TXN-3MVDXHQ-000581
TXN-3MVDXHQ-000582,38586.36,INR,2026-08-19T17:43:58.208Z,gw-3MVDXHQ-TXN-3MVDXHQ-000582
TXN-3MVDXHQ-000583,40711.05,INR,2026-08-19T17:43:58.397Z,gw-3MVDXHQ-TXN-3MVDXHQ-000583
TXN-3MVDXHQ-000584,1798.62,INR,2026-08-19T17:43:58.499Z,gw-3MVDXHQ-TXN-3MVDXHQ-000584
TXN-3MVDXHQ-000585,1887.85,INR,2026-08-19T17:43:58.557Z,gw-3MVDXHQ-TXN-3MVDXHQ-000585
TXN-3MVDXHQ-000586,1963.31,INR,2026-08-19T17:43:58.657Z,gw-3MVDXHQ-TXN-3MVDXHQ-000586
TXN-3MVDXHQ-000587,18035.81,INR,2026-08-19T17:43:58.740Z,gw-3MVDXHQ-TXN-3MVDXHQ-000587
TXN-3MVDXHQ-000588,44943.32,INR,2026-08-19T17:43:58.826Z,gw-3MVDXHQ-TXN-3MVDXHQ-000588
TXN-3MVDXHQ-000589,7340.06,INR,2026-08-19T17:43:58.944Z,gw-3MVDXHQ-TXN-3MVDXHQ-000589
TXN-3MVDXHQ-000590,16177.10,INR,2026-08-19T17:43:59.063Z,gw-3MVDXHQ-TXN-3MVDXHQ-000590
TXN-3MVDXHQ-000591,48367.71,INR,2026-08-19T17:43:59.137Z,gw-3MVDXHQ-TXN-3MVDXHQ-000591
TXN-3MVDXHQ-000592,31601.62,INR,2026-08-19T17:43:59.268Z,gw-3MVDXHQ-TXN-3MVDXHQ-000592
TXN-3MVDXHQ-000593,26424.73,INR,2026-08-19T17:43:59.379Z,gw-3MVDXHQ-TXN-3MVDXHQ-000593
TXN-3MVDXHQ-000594,42466.21,INR,2026-08-19T17:43:59.489Z,gw-3MVDXHQ-TXN-3MVDXHQ-000594
