entry_id,txn_reference,posted_value,ccy,posted_at
ENTRY-TXN-0003MV-00000508,TXN-0003MV-00000508,5822.21,INR,2026-08-19T17:43:51.390Z
ENTRY-TXN-0003MV-00000509,TXN-0003MV-00000509,29733.39,INR,2026-08-19T17:43:51.799Z
ENTRY-TXN-0003MV-00000510,TXN-0003MV-00000510,42329.92,INR,2026-08-19T17:43:51.590Z
ENTRY-TXN-0003MV-00000511,TXN-0003MV-00000511,33962.25,INR,2026-08-19T17:43:51.875Z
ENTRY-TXN-0003MV-00000512,TXN-0003MV-00000512,21564.33,INR,2026-08-19T17:43:52.011Z
ENTRY-TXN-0003MV-00000513,TXN-0003MV-00000513,11162.91,INR,2026-08-19T17:43:51.922Z
ENTRY-TXN-0003MV-00000515,TXN-0003MV-00000515,32227.40,INR,2026-08-19T17:43:52.212Z
ENTRY-TXN-0003MV-00000516,TXN-0003MV-00000516,4253.15,INR,2026-08-19T17:43:51.982Z
ENTRY-TXN-0003MV-00000517,TXN-0003MV-00000517,24534.41,INR,2026-08-19T17:43:52.327Z
ENTRY-TXN-0003MV-00000518,TXN-0003MV-00000518,3921.61,INR,2026-08-19T17:43:52.678Z
ENTRY-TXN-0003MV-00000519,TXN-0003MV-00000519,4978.23,INR,2026-08-19T17:43:52.259Z
ENTRY-TXN-0003MV-00000520,TXN-0003MV-00000520,19305.39,INR,2026-08-19T17:43:52.410Z
ENTRY-TXN-0003MV-00000521,TXN-0003MV-00000521,29979.04,INR,2026-08-19T17:43:52.852Z
ENTRY-TXN-0003MV-00000522,TXN-0003MV-00000522,24939.92,INR,2026-08-19T17:43:52.829Z
ENTRY-TXN-0003MV-00000523,TXN-0003MV-00000523,30407.24,INR,2026-08-19T17:43:53.037Z
ENTRY-TXN-0003MV-00000524,TXN-0003MV-00000524,42145.02,INR,2026-08-19T17:43:53.198Z
ENTRY-TXN-0003MV-00000525,TXN-0003MV-00000525,37186.46,INR,2026-08-19T17:43:53.328Z
ENTRY-TXN-0003MV-00000526,TXN-0003MV-00000526,31463.23,INR,2026-08-19T17:43:53.200Z
ENTRY-TXN-0003MV-00000527,TXN-0003MV-00000527,47780.40,INR,2026-08-19T17:43:53.363Z
ENTRY-TXN-0003MV-00000528,TXN-0003MV-00000528,44173.02,INR,2026-08-19T17:43:53.476Z
ENTRY-TXN-0003MV-00000529,TXN-0003MV-00000529,8638.52,INR,2026-08-19T17:43:53.936Z
ENTRY-TXN-0003MV-00000530,TXN-0003MV-00000530,5043.80,INR,2026-08-19T17:43:53.846Z
ENTRY-TXN-0003MV-00000531,TXN-0003MV-00000531,24191.03,INR,2026-08-19T17:43:53.795Z
ENTRY-TXN-0003MV-00000532,TXN-0003MV-00000532,9200.29,INR,2026-08-19T17:43:54.155Z
ENTRY-TXN-0003MV-00000533,TXN-0003MV-00000533,34922.98,INR,2026-08-19T17:43:54.260Z
ENTRY-TXN-0003MV-00000534,TXN-0003MV-00000534,24751.14,INR,2026-08-19T17:43:53.967Z
ENTRY-TXN-0003MV-00000535,TXN-0003MV-00000535,36016.29,INR,2026-08-19T17:43:54.111Z
ENTRY-TXN-0003MV-00000536,TXN-0003MV-00000536,42915.84,INR,2026-08-19T17:43:54.269Z
ENTRY-TXN-0003MV-00000537,TXN-0003MV-00000537,34129.87,INR,2026-08-19T17:43:54.568Z
ENTRY-TXN-0003MV-00000538,TXN-0003MV-00000538,18798.68,INR,2026-08-19T17:43:54.468Z
ENTRY-TXN-0003MV-00000539,TXN-0003MV-00000539,32930.48,INR,2026-08-19T17:43:54.615Z
ENTRY-TXN-0003MV-00000540,TXN-0003MV-00000540,29861.85,INR,2026-08-19T17:43:54.993Z
ENTRY-TXN-0003MV-00000541,TXN-0003MV-00000541,23281.28,INR,2026-08-19T17:43:54.817Z
ENTRY-TXN-0003MV-00000542,TXN-0003MV-00000542,10348.04,INR,2026-08-19T17:43:55.075Z
ENTRY-TXN-0003MV-00000543,TXN-0003MV-00000543,17059.27,INR,2026-08-19T17:43:54.989Z
ENTRY-TXN-0003MV-00000545,TXN-0003MV-00000545,47446.13,INR,2026-08-19T17:43:55.277Z
ENTRY-TXN-0003MV-00000546,TXN-0003MV-00000546,13983.69,INR,2026-08-19T17:43:55.227Z
ENTRY-TXN-0003MV-00000547,TXN-0003MV-00000547,39477.92,INR,2026-08-19T17:43:55.679Z
ENTRY-TXN-0003MV-00000548,TXN-0003MV-00000548,19225.35,INR,2026-08-19T17:43:55.658Z
ENTRY-TXN-0003MV-00000549,TXN-0003MV-00000549,19112.04,INR,2026-08-19T17:43:55.692Z
ENTRY-TXN-0003MV-00000550,TXN-0003MV-00000550,28642.85,INR,2026-08-19T17:43:55.580Z
ENTRY-TXN-0003MV-00000551,TXN-0003MV-00000551,33758.79,INR,2026-08-19T17:43:55.823Z
ENTRY-TXN-0003MV-00000552,TXN-0003MV-00000552,45919.28,INR,2026-08-19T17:43:56.090Z
ENTRY-TXN-0003MV-00000554,TXN-0003MV-00000554,44254.15,INR,2026-08-19T17:43:56.161Z
ENTRY-TXN-0003MV-00000555,TXN-0003MV-00000555,23235.31,INR,2026-08-19T17:43:55.871Z
ENTRY-TXN-0003MV-00000556,TXN-0003MV-00000556,14958.89,INR,2026-08-19T17:43:56.360Z
ENTRY-TXN-0003MV-00000557,TXN-0003MV-00000557,17478.61,INR,2026-08-19T17:43:56.374Z
ENTRY-TXN-0003MV-00000558,TXN-0003MV-00000558,9185.25,INR,2026-08-19T17:43:56.312Z
ENTRY-TXN-0003MV-00000559,TXN-0003MV-00000559,5392.00,INR,2026-08-19T17:43:56.332Z
ENTRY-TXN-0003MV-00000560,TXN-0003MV-00000560,46013.93,INR,2026-08-19T17:43:56.971Z
ENTRY-TXN-0003MV-00000561,TXN-0003MV-00000561,17558.84,INR,2026-08-19T17:43:56.759Z
ENTRY-TXN-0003MV-00000562,TXN-0003MV-00000562,15140.82,INR,2026-08-19T17:43:57.161Z
ENTRY-TXN-0003MV-00000563,TXN-0003MV-00000563,3772.45,INR,2026-08-19T17:43:57.376Z
ENTRY-TXN-0003MV-00000564,TXN-0003MV-00000564,1056.03,INR,2026-08-19T17:43:57.268Z
ENTRY-TXN-0003MV-00000565,TXN-0003MV-00000565,27970.85,INR,2026-08-19T17:43:57.001Z
ENTRY-TXN-0003MV-00000566,TXN-0003MV-00000566,49803.22,INR,2026-08-19T17:43:57.457Z
ENTRY-TXN-0003MV-00000567,TXN-0003MV-00000567,2617.42,INR,2026-08-19T17:43:57.359Z
ENTRY-TXN-0003MV-00000568,TXN-0003MV-00000568,13688.87,INR,2026-08-19T17:43:57.407Z
ENTRY-TXN-0003MV-00000569,TXN-0003MV-00000569,10196.93,INR,2026-08-19T17:43:57.496Z
ENTRY-TXN-0003MV-00000570,TXN-0003MV-00000570,39942.16,INR,2026-08-19T17:43:57.630Z
ENTRY-TXN-0003MV-00000571,TXN-0003MV-00000571,30827.39,INR,2026-08-19T17:43:57.741Z
ENTRY-TXN-0003MV-00000572,TXN-0003MV-00000572,32839.45,INR,2026-08-19T17:43:57.819Z
ENTRY-TXN-0003MV-00000573,TXN-0003MV-00000573,40443.83,INR,2026-08-19T17:43:58.009Z
ENTRY-TXN-0003MV-00000574,TXN-0003MV-00000574,19955.70,INR,2026-08-19T17:43:58.015Z
ENTRY-TXN-0003MV-00000575,TXN-0003MV-00000575,23349.41,INR,2026-08-19T17:43:58.066Z
ENTRY-TXN-0003MV-00000577,TXN-0003MV-00000577,29356.04,INR,2026-08-19T17:43:58.725Z
ENTRY-TXN-0003MV-00000578,TXN-0003MV-00000578,44991.26,INR,2026-08-19T17:43:58.579Z
ENTRY-TXN-0003MV-00000579,TXN-0003MV-00000579,6371.79,INR,2026-08-19T17:43:58.456Z
ENTRY-TXN-0003MV-00000581,TXN-0003MV-00000581,879.65,INR,2026-08-19T17:43:58.821Z
ENTRY-TXN-0003MV-00000582,TXN-0003MV-00000582,38586.36,INR,2026-08-19T17:43:58.726Z
ENTRY-TXN-0003MV-00000583,TXN-0003MV-00000583,40711.05,INR,2026-08-19T17:43:59.113Z
ENTRY-TXN-0003MV-00000584,TXN-0003MV-00000584,1798.62,INR,2026-08-19T17:43:58.730Z
ENTRY-TXN-0003MV-00000585,TXN-0003MV-00000585,1887.85,INR,2026-08-19T17:43:59.217Z
ENTRY-TXN-0003MV-00000586,TXN-0003MV-00000586,1963.31,INR,2026-08-19T17:43:59.420Z
ENTRY-TXN-0003MV-00000587,TXN-0003MV-00000587,18035.81,INR,2026-08-19T17:43:59.364Z
ENTRY-TXN-0003MV-00000588,TXN-0003MV-00000588,44943.32,INR,2026-08-19T17:43:59.609Z
ENTRY-TXN-0003MV-00000589,TXN-0003MV-00000589,7340.06,INR,2026-08-19T17:43:59.398Z
ENTRY-TXN-0003MV-00000590,TXN-0003MV-00000590,16177.10,INR,2026-08-19T17:43:59.466Z
ENTRY-TXN-0003MV-00000591,TXN-0003MV-00000591,48367.71,INR,2026-08-19T17:43:59.821Z
ENTRY-TXN-0003MV-00000592,TXN-0003MV-00000592,31601.62,INR,2026-08-19T17:43:59.668Z
ENTRY-TXN-0003MV-00000593,TXN-0003MV-00000593,26424.73,INR,2026-08-19T17:44:00.240Z
ENTRY-TXN-0003MV-00000594,TXN-0003MV-00000594,42466.21,INR,2026-08-19T17:44:00.223Z
ENTRY-TXN-0003MV-00000595,TXN-0003MV-00000595,26629.55,INR,2026-08-19T17:44:00.195Z
ENTRY-TXN-0003MV-00000596,TXN-0003MV-00000596,21442.27,INR,2026-08-19T17:44:00.198Z
ENTRY-TXN-0003MV-00000597,TXN-0003MV-00000597,6008.56,INR,2026-08-19T17:44:00.132Z
ENTRY-TXN-0003MV-00000598,TXN-0003MV-00000598,49540.72,INR,2026-08-19T17:44:00.706Z
ENTRY-TXN-0003MV-00000599,TXN-0003MV-00000599,41063.98,INR,2026-08-19T17:44:00.387Z
ENTRY-TXN-0003MV-00000600,TXN-0003MV-00000600,8460.83,INR,2026-08-19T17:44:00.370Z
ENTRY-TXN-0003MV-00000601,TXN-0003MV-00000601,21782.58,INR,2026-08-19T17:44:00.802Z
ENTRY-TXN-0003MV-00000602,TXN-0003MV-00000602,15822.02,INR,2026-08-19T17:44:01.175Z
ENTRY-TXN-0003MV-00000603,TXN-0003MV-00000603,23253.14,INR,2026-08-19T17:44:00.729Z
ENTRY-TXN-0003MV-00000604,TXN-0003MV-00000604,38522.34,INR,2026-08-19T17:44:01.141Z
ENTRY-TXN-0003MV-00000605,TXN-0003MV-00000605,26430.48,INR,2026-08-19T17:44:01.145Z
ENTRY-TXN-0003MV-00000606,TXN-0003MV-00000606,32998.42,INR,2026-08-19T17:44:01.327Z
ENTRY-TXN-0003MV-00000607,TXN-0003MV-00000607,11010.68,INR,2026-08-19T17:44:01.386Z
ENTRY-TXN-0003MV-00000608,TXN-0003MV-00000608,30945.51,INR,2026-08-19T17:44:01.565Z
ENTRY-TXN-0003MV-00000609,TXN-0003MV-00000609,26077.22,INR,2026-08-19T17:44:01.635Z
ENTRY-TXN-0003MV-00000611,TXN-0003MV-00000611,25000.53,INR,2026-08-19T17:44:01.842Z
ENTRY-TXN-0003MV-00000612,TXN-0003MV-00000612,2848.25,INR,2026-08-19T17:44:01.981Z
ENTRY-TXN-0003MV-00000613,TXN-0003MV-00000613,46226.43,INR,2026-08-19T17:44:02.074Z
ENTRY-TXN-0003MV-00000614,TXN-0003MV-00000614,11176.73,INR,2026-08-19T17:44:01.838Z
ENTRY-TXN-0003MV-00000615,TXN-0003MV-00000615,42599.73,INR,2026-08-19T17:44:02.199Z
ENTRY-TXN-0003MV-00000616,TXN-0003MV-00000616,46002.30,INR,2026-08-19T17:44:02.379Z
ENTRY-TXN-0003MV-00000617,TXN-0003MV-00000617,32710.71,INR,2026-08-19T17:44:02.440Z
ENTRY-TXN-0003MV-00000618,TXN-0003MV-00000618,38612.18,INR,2026-08-19T17:44:02.419Z
ENTRY-TXN-0003MV-00000619,TXN-0003MV-00000619,8251.12,INR,2026-08-19T17:44:02.671Z
ENTRY-TXN-0003MV-00000620,TXN-0003MV-00000620,769.38,INR,2026-08-19T17:44:02.536Z
ENTRY-TXN-0003MV-00000621,TXN-0003MV-00000621,43476.66,INR,2026-08-19T17:44:02.686Z
ENTRY-TXN-0003MV-00000622,TXN-0003MV-00000622,49199.29,INR,2026-08-19T17:44:02.514Z
ENTRY-TXN-0003MV-00000623,TXN-0003MV-00000623,23469.94,INR,2026-08-19T17:44:03.118Z
ENTRY-TXN-0003MV-00000625,TXN-0003MV-00000625,4707.48,INR,2026-08-19T17:44:02.661Z
ENTRY-TXN-0003MV-00000626,TXN-0003MV-00000626,19321.78,INR,2026-08-19T17:44:03.499Z
ENTRY-TXN-0003MV-00000627,TXN-0003MV-00000627,26119.97,INR,2026-08-19T17:44:03.577Z
ENTRY-TXN-0003MV-00000628,TXN-0003MV-00000628,18188.30,INR,2026-08-19T17:44:03.173Z
ENTRY-TXN-0003MV-00000629,TXN-0003MV-00000629,16642.64,INR,2026-08-19T17:44:03.308Z
ENTRY-TXN-0003MV-00000630,TXN-0003MV-00000630,38905.31,INR,2026-08-19T17:44:03.486Z
ENTRY-TXN-0003MV-00000632,TXN-0003MV-00000632,47095.03,INR,2026-08-19T17:44:03.557Z
ENTRY-TXN-0003MV-00000633,TXN-0003MV-00000633,42337.08,INR,2026-08-19T17:44:03.891Z
ENTRY-TXN-0003MV-00000634,TXN-0003MV-00000634,3271.84,INR,2026-08-19T17:44:03.807Z
ENTRY-TXN-0003MV-00000635,TXN-0003MV-00000635,38074.05,INR,2026-08-19T17:44:03.804Z
ENTRY-TXN-0003MV-00000636,TXN-0003MV-00000636,38010.64,INR,2026-08-19T17:44:04.188Z
ENTRY-TXN-0003MV-00000637,TXN-0003MV-00000637,256.70,INR,2026-08-19T17:44:04.441Z
ENTRY-TXN-0003MV-00000638,TXN-0003MV-00000638,32703.03,INR,2026-08-19T17:44:04.493Z
ENTRY-TXN-0003MV-00000639,TXN-0003MV-00000639,49844.86,INR,2026-08-19T17:44:04.436Z
ENTRY-TXN-0003MV-00000640,TXN-0003MV-00000640,18009.99,INR,2026-08-19T17:44:04.285Z
ENTRY-TXN-0003MV-00000641,TXN-0003MV-00000641,7831.66,INR,2026-08-19T17:44:04.804Z
ENTRY-TXN-0003MV-00000642,TXN-0003MV-00000642,29085.97,INR,2026-08-19T17:44:05.000Z
ENTRY-TXN-0003MV-00000643,TXN-0003MV-00000643,6843.33,INR,2026-08-19T17:44:04.650Z
ENTRY-TXN-0003MV-00000644,TXN-0003MV-00000644,40914.13,INR,2026-08-19T17:44:04.923Z
ENTRY-TXN-0003MV-00000645,TXN-0003MV-00000645,45768.80,INR,2026-08-19T17:44:05.242Z
ENTRY-TXN-0003MV-00000646,TXN-0003MV-00000646,45155.08,INR,2026-08-19T17:44:05.499Z
ENTRY-TXN-0003MV-00000647,TXN-0003MV-00000647,30797.95,INR,2026-08-19T17:44:05.205Z
ENTRY-TXN-0003MV-00000648,TXN-0003MV-00000648,279.54,INR,2026-08-19T17:44:05.549Z
ENTRY-TXN-0003MV-00000649,TXN-0003MV-00000649,19398.20,INR,2026-08-19T17:44:05.782Z
ENTRY-TXN-0003MV-00000650,TXN-0003MV-00000650,4453.16,INR,2026-08-19T17:44:05.891Z
ENTRY-TXN-0003MV-00000651,TXN-0003MV-00000651,48099.11,INR,2026-08-19T17:44:05.572Z
ENTRY-TXN-0003MV-00000652,TXN-0003MV-00000652,10181.09,INR,2026-08-19T17:44:05.902Z
ENTRY-TXN-0003MV-00000653,TXN-0003MV-00000653,45431.38,INR,2026-08-19T17:44:05.695Z
ENTRY-TXN-0003MV-00000654,TXN-0003MV-00000654,38594.46,INR,2026-08-19T17:44:06.232Z
ENTRY-TXN-0003MV-00000655,TXN-0003MV-00000655,32957.83,INR,2026-08-19T17:44:06.184Z
ENTRY-TXN-0003MV-00000657,TXN-0003MV-00000657,3349.82,INR,2026-08-19T17:44:06.189Z
ENTRY-TXN-0003MV-00000658,TXN-0003MV-00000658,21759.84,INR,2026-08-19T17:44:06.454Z
ENTRY-TXN-0003MV-00000659,TXN-0003MV-00000659,41209.54,INR,2026-08-19T17:44:06.238Z
ENTRY-TXN-0003MV-00000660,TXN-0003MV-00000660,48801.62,INR,2026-08-19T17:44:06.710Z
ENTRY-TXN-0003MV-00000661,TXN-0003MV-00000661,5298.23,INR,2026-08-19T17:44:06.588Z
ENTRY-TXN-0003MV-00000662,TXN-0003MV-00000662,13976.31,INR,2026-08-19T17:44:06.942Z
ENTRY-TXN-0003MV-00000663,TXN-0003MV-00000663,28670.65,INR,2026-08-19T17:44:07.144Z
ENTRY-TXN-0003MV-00000664,TXN-0003MV-00000664,39242.37,INR,2026-08-19T17:44:06.690Z
ENTRY-TXN-0003MV-00000665,TXN-0003MV-00000665,38659.80,INR,2026-08-19T17:44:07.197Z
ENTRY-TXN-0003MV-00000666,TXN-0003MV-00000666,46739.67,INR,2026-08-19T17:44:06.888Z
ENTRY-TXN-0003MV-00000667,TXN-0003MV-00000667,29245.51,INR,2026-08-19T17:44:07.146Z
ENTRY-TXN-0003MV-00000669,TXN-0003MV-00000669,13495.38,INR,2026-08-19T17:44:07.571Z
ENTRY-TXN-0003MV-00000670,TXN-0003MV-00000670,40438.84,INR,2026-08-19T17:44:07.317Z
ENTRY-TXN-0003MV-00000671,TXN-0003MV-00000671,19250.69,INR,2026-08-19T17:44:07.755Z
ENTRY-TXN-0003MV-00000672,TXN-0003MV-00000672,27486.51,INR,2026-08-19T17:44:07.757Z
ENTRY-TXN-0003MV-00000673,TXN-0003MV-00000673,47679.98,INR,2026-08-19T17:44:07.823Z
ENTRY-TXN-0003MV-00000674,TXN-0003MV-00000674,34972.86,INR,2026-08-19T17:44:07.885Z
ENTRY-TXN-0003MV-00000675,TXN-0003MV-00000675,22635.43,INR,2026-08-19T17:44:08.205Z
ENTRY-TXN-0003MV-00000676,TXN-0003MV-00000676,27227.84,INR,2026-08-19T17:44:08.152Z
ENTRY-TXN-0003MV-00000677,TXN-0003MV-00000677,1987.06,INR,2026-08-19T17:44:08.105Z
ENTRY-TXN-0003MV-00000679,TXN-0003MV-00000679,24714.04,INR,2026-08-19T17:44:08.268Z
ENTRY-TXN-0003MV-00000680,TXN-0003MV-00000680,46525.96,INR,2026-08-19T17:44:08.584Z
ENTRY-TXN-0003MV-00000681,TXN-0003MV-00000681,41232.90,INR,2026-08-19T17:44:08.376Z
ENTRY-TXN-0003MV-00000682,TXN-0003MV-00000682,1381.15,INR,2026-08-19T17:44:08.642Z
ENTRY-TXN-0003MV-00000683,TXN-0003MV-00000683,6632.51,INR,2026-08-19T17:44:09.355Z
ENTRY-TXN-0003MV-00000684,TXN-0003MV-00000684,9042.54,INR,2026-08-19T17:44:09.116Z
ENTRY-TXN-0003MV-00000685,TXN-0003MV-00000685,43348.53,INR,2026-08-19T17:44:09.150Z
ENTRY-TXN-0003MV-00000686,TXN-0003MV-00000686,28549.93,INR,2026-08-19T17:44:09.346Z
ENTRY-TXN-0003MV-00000687,TXN-0003MV-00000687,47537.39,INR,2026-08-19T17:44:09.188Z
ENTRY-TXN-0003MV-00000688,TXN-0003MV-00000688,4305.93,INR,2026-08-19T17:44:09.478Z
ENTRY-TXN-0003MV-00000689,TXN-0003MV-00000689,18877.41,INR,2026-08-19T17:44:09.583Z
ENTRY-TXN-0003MV-00000690,TXN-0003MV-00000690,46442.39,INR,2026-08-19T17:44:09.796Z
ENTRY-TXN-0003MV-00000692,TXN-0003MV-00000692,9810.59,INR,2026-08-19T17:44:09.926Z
ENTRY-TXN-0003MV-00000693,TXN-0003MV-00000693,40549.40,INR,2026-08-19T17:44:10.171Z
ENTRY-TXN-0003MV-00000694,TXN-0003MV-00000694,24251.20,INR,2026-08-19T17:44:09.960Z
ENTRY-TXN-0003MV-00000695,TXN-0003MV-00000695,11981.27,INR,2026-08-19T17:44:10.318Z
ENTRY-TXN-0003MV-00000696,TXN-0003MV-00000696,34211.62,INR,2026-08-19T17:44:10.549Z
ENTRY-TXN-0003MV-00000697,TXN-0003MV-00000697,13887.30,INR,2026-08-19T17:44:10.342Z
ENTRY-TXN-0003MV-00000698,TXN-0003MV-00000698,28162.98,INR,2026-08-19T17:44:10.256Z
ENTRY-TXN-0003MV-00000699,TXN-0003MV-00000699,49455.21,INR,2026-08-19T17:44:10.471Z
ENTRY-TXN-0003MV-00000701,TXN-0003MV-00000701,3055.55,INR,2026-08-19T17:44:10.671Z
ENTRY-TXN-0003MV-00000702,TXN-0003MV-00000702,48908.28,INR,2026-08-19T17:44:10.758Z
ENTRY-TXN-0003MV-00000703,TXN-0003MV-00000703,2874.20,INR,2026-08-19T17:44:11.038Z
ENTRY-TXN-0003MV-00000704,TXN-0003MV-00000704,7207.52,INR,2026-08-19T17:44:10.980Z
ENTRY-TXN-0003MV-00000705,TXN-0003MV-00000705,21267.92,INR,2026-08-19T17:44:11.052Z
ENTRY-TXN-0003MV-00000706,TXN-0003MV-00000706,12781.26,INR,2026-08-19T17:44:11.426Z
ENTRY-TXN-0003MV-00000708,TXN-0003MV-00000708,20312.26,INR,2026-08-19T17:44:11.396Z
ENTRY-TXN-0003MV-00000710,TXN-0003MV-00000710,48435.18,INR,2026-08-19T17:44:11.650Z
ENTRY-TXN-0003MV-00000711,TXN-0003MV-00000711,2431.55,INR,2026-08-19T17:44:11.765Z
ENTRY-TXN-0003MV-00000712,TXN-0003MV-00000712,2257.38,INR,2026-08-19T17:44:11.286Z
ENTRY-TXN-0003MV-00000713,TXN-0003MV-00000713,31431.49,INR,2026-08-19T17:44:12.052Z
ENTRY-TXN-0003MV-00000714,TXN-0003MV-00000714,2471.23,INR,2026-08-19T17:44:12.196Z
ENTRY-TXN-0003MV-00000715,TXN-0003MV-00000715,22444.60,INR,2026-08-19T17:44:12.156Z
ENTRY-TXN-0003MV-00000716,TXN-0003MV-00000716,45497.85,INR,2026-08-19T17:44:12.013Z
ENTRY-TXN-0003MV-00000717,TXN-0003MV-00000717,49229.78,INR,2026-08-19T17:44:12.489Z
ENTRY-TXN-0003MV-00000718,TXN-0003MV-00000718,37730.77,INR,2026-08-19T17:44:12.362Z
ENTRY-TXN-0003MV-00000719,TXN-0003MV-00000719,14201.72,INR,2026-08-19T17:44:12.700Z
ENTRY-TXN-0003MV-00000720,TXN-0003MV-00000720,26816.88,INR,2026-08-19T17:44:12.350Z
ENTRY-TXN-0003MV-00000721,TXN-0003MV-00000721,5047.63,INR,2026-08-19T17:44:12.785Z
ENTRY-TXN-0003MV-00000722,TXN-0003MV-00000722,9063.03,INR,2026-08-19T17:44:12.559Z
ENTRY-TXN-0003MV-00000723,TXN-0003MV-00000723,44411.79,INR,2026-08-19T17:44:12.786Z
ENTRY-TXN-0003MV-00000724,TXN-0003MV-00000724,18847.42,INR,2026-08-19T17:44:12.746Z
ENTRY-TXN-0003MV-00000725,TXN-0003MV-00000725,39065.07,INR,2026-08-19T17:44:12.923Z
ENTRY-TXN-0003MV-00000726,TXN-0003MV-00000726,41595.92,INR,2026-08-19T17:44:13.111Z
ENTRY-TXN-0003MV-00000727,TXN-0003MV-00000727,14711.70,INR,2026-08-19T17:44:13.346Z
ENTRY-TXN-0003MV-00000728,TXN-0003MV-00000728,12799.45,INR,2026-08-19T17:44:13.836Z
ENTRY-TXN-0003MV-00000729,TXN-0003MV-00000729,33234.55,INR,2026-08-19T17:44:13.629Z
ENTRY-TXN-0003MV-00000730,TXN-0003MV-00000730,23538.47,INR,2026-08-19T17:44:13.121Z
ENTRY-TXN-0003MV-00000731,TXN-0003MV-00000731,35257.69,INR,2026-08-19T17:44:13.657Z
ENTRY-TXN-0003MV-00000732,TXN-0003MV-00000732,32255.03,INR,2026-08-19T17:44:13.484Z
ENTRY-TXN-0003MV-00000733,TXN-0003MV-00000733,34993.22,INR,2026-08-19T17:44:14.058Z
ENTRY-TXN-0003MV-00000734,TXN-0003MV-00000734,26206.56,INR,2026-08-19T17:44:14.287Z
ENTRY-TXN-0003MV-00000735,TXN-0003MV-00000735,15803.24,INR,2026-08-19T17:44:13.956Z
ENTRY-TXN-0003MV-00000736,TXN-0003MV-00000736,7149.92,INR,2026-08-19T17:44:14.123Z
ENTRY-TXN-0003MV-00000737,TXN-0003MV-00000737,2696.59,INR,2026-08-19T17:44:14.203Z
ENTRY-TXN-0003MV-00000738,TXN-0003MV-00000738,43467.10,INR,2026-08-19T17:44:14.773Z
ENTRY-TXN-0003MV-00000739,TXN-0003MV-00000739,27183.73,INR,2026-08-19T17:44:14.503Z
ENTRY-TXN-0003MV-00000740,TXN-0003MV-00000740,3020.51,INR,2026-08-19T17:44:14.634Z
ENTRY-TXN-0003MV-00000741,TXN-0003MV-00000741,830.10,INR,2026-08-19T17:44:14.974Z
ENTRY-TXN-0003MV-00000743,TXN-0003MV-00000743,34841.11,INR,2026-08-19T17:44:14.882Z
ENTRY-TXN-0003MV-00000744,TXN-0003MV-00000744,30938.87,INR,2026-08-19T17:44:15.033Z
ENTRY-TXN-0003MV-00000745,TXN-0003MV-00000745,4840.61,INR,2026-08-19T17:44:15.201Z
ENTRY-TXN-0003MV-00000746,TXN-0003MV-00000746,23554.42,INR,2026-08-19T17:44:15.426Z
ENTRY-TXN-0003MV-00000747,TXN-0003MV-00000747,27786.21,INR,2026-08-19T17:44:15.649Z
ENTRY-TXN-0003MV-00000748,TXN-0003MV-00000748,18419.00,INR,2026-08-19T17:44:15.525Z
ENTRY-TXN-0003MV-00000749,TXN-0003MV-00000749,2980.57,INR,2026-08-19T17:44:15.493Z
ENTRY-TXN-0003MV-00000750,TXN-0003MV-00000750,44539.56,INR,2026-08-19T17:44:15.580Z
ENTRY-TXN-0003MV-00000751,TXN-0003MV-00000751,42416.80,INR,2026-08-19T17:44:16.256Z
ENTRY-TXN-0003MV-00000752,TXN-0003MV-00000752,18889.41,INR,2026-08-19T17:44:15.771Z
ENTRY-TXN-0003MV-00000753,TXN-0003MV-00000753,252.51,INR,2026-08-19T17:44:16.101Z
ENTRY-TXN-0003MV-00000754,TXN-0003MV-00000754,28975.38,INR,2026-08-19T17:44:15.737Z
ENTRY-TXN-0003MV-00000755,TXN-0003MV-00000755,35062.91,INR,2026-08-19T17:44:16.148Z
ENTRY-TXN-0003MV-00000756,TXN-0003MV-00000756,31799.57,INR,2026-08-19T17:44:16.534Z
ENTRY-TXN-0003MV-00000757,TXN-0003MV-00000757,45227.03,INR,2026-08-19T17:44:16.237Z
ENTRY-TXN-0003MV-00000758,TXN-0003MV-00000758,20940.72,INR,2026-08-19T17:44:16.384Z
ENTRY-TXN-0003MV-00000759,TXN-0003MV-00000759,43913.73,INR,2026-08-19T17:44:16.199Z
ENTRY-TXN-0003MV-00000760,TXN-0003MV-00000760,24074.38,INR,2026-08-19T17:44:16.852Z
ENTRY-TXN-0003MV-00000761,TXN-0003MV-00000761,29121.54,INR,2026-08-19T17:44:16.980Z
ENTRY-TXN-0003MV-00000762,TXN-0003MV-00000762,36515.33,INR,2026-08-19T17:44:16.883Z
ENTRY-TXN-0003MV-00000763,TXN-0003MV-00000763,28850.14,INR,2026-08-19T17:44:16.877Z
ENTRY-TXN-0003MV-00000764,TXN-0003MV-00000764,40935.64,INR,2026-08-19T17:44:17.160Z
ENTRY-TXN-0003MV-00000765,TXN-0003MV-00000765,39082.83,INR,2026-08-19T17:44:17.055Z
ENTRY-TXN-0003MV-00000766,TXN-0003MV-00000766,1094.03,INR,2026-08-19T17:44:17.266Z
ENTRY-TXN-0003MV-00000767,TXN-0003MV-00000767,5578.31,INR,2026-08-19T17:44:17.356Z
ENTRY-TXN-0003MV-00000768,TXN-0003MV-00000768,15596.70,INR,2026-08-19T17:44:17.371Z
